"disease","year","age","country","country_name","cases","dalys","deaths","yll","cohort_size"
"dummy_disease",2053,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2090,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2091,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2092,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2093,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2094,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2095,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2096,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2097,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2098,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2099,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2100,11,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2000,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2001,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2002,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2003,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2004,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2005,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2006,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2007,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2008,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2009,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2010,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2011,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2012,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2013,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2014,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2015,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2016,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2017,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2018,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2019,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2020,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2021,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2022,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2023,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2024,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2025,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2026,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2027,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2028,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2029,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2030,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2031,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2032,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2033,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2034,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2035,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2036,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2037,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2038,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2039,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2040,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2041,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2042,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2043,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2044,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2045,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2046,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2047,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2048,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2049,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2050,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2051,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2052,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2053,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2090,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2091,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2092,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2093,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2094,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2095,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2096,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2097,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2098,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2099,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2100,12,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2000,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2001,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2002,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2003,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2004,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2005,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2006,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2007,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2008,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2009,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2010,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2011,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2012,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2013,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2014,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2015,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2016,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2017,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2018,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2019,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2020,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2021,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2022,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2023,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2024,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2025,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2026,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2027,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2028,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2029,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2030,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2031,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2032,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2033,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2034,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2035,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2036,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2037,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2038,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2039,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2040,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2041,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2042,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2043,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2044,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2045,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2046,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2047,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2048,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2049,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2050,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2051,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2052,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2053,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2090,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2091,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2092,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2093,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2094,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2095,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2096,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2097,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2098,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2099,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2100,13,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2000,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2001,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2002,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2003,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2004,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2005,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2006,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2007,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2008,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2009,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2010,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2011,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2012,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2013,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2014,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2015,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2016,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2017,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2018,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2019,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2020,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2021,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2022,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2023,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2024,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2025,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2026,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2027,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2028,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2029,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2030,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2031,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2032,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2033,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2034,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2035,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2036,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2037,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2038,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2039,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2040,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2041,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2042,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2043,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2044,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2045,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2046,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2047,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2048,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2049,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2050,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2051,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2052,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2053,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2054,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2055,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2056,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2057,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2058,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2059,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2060,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2061,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2062,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2063,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2064,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2065,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2066,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2067,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2068,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2069,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2070,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2071,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2072,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2073,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2074,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2075,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2076,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2077,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2078,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2079,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2080,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2081,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2082,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2083,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2084,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2085,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2086,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2087,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2088,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
"dummy_disease",2089,14,"RFP","Request for Proposal",NA,NA,NA,NA,NA
